,0,1,2,3
1972,ENSG00000092377.15,TBL1Y,protein_coding,100
1973,ENSG00000092421.17,SEMA6A,protein_coding,494
1974,ENSG00000092439.16,TRPM7,protein_coding,1408
1975,ENSG00000092445.12,TYRO3,protein_coding,1261
1976,ENSG00000092470.12,WDR76,protein_coding,742
1977,ENSG00000092529.25,CAPN3,protein_coding,97
1978,ENSG00000092531.10,SNAP23,protein_coding,739
1979,ENSG00000092607.15,TBX15,protein_coding,4589
1980,ENSG00000092621.13,PHGDH,protein_coding,3090
1981,ENSG00000092758.18,COL9A3,protein_coding,91
1982,ENSG00000092820.18,EZR,protein_coding,67783
1983,ENSG00000092841.19,MYL6,protein_coding,73335
1984,ENSG00000092847.13,AGO1,protein_coding,4617
1985,ENSG00000092850.12,TEKT2,protein_coding,443
1986,ENSG00000092853.14,CLSPN,protein_coding,1458
1987,ENSG00000092871.17,RFFL,protein_coding,1607
1988,ENSG00000092929.12,UNC13D,protein_coding,1318
1989,ENSG00000092931.11,MFSD11,protein_coding,1354
1990,ENSG00000092964.18,DPYSL2,protein_coding,11823
1991,ENSG00000092969.12,TGFB2,protein_coding,341
1992,ENSG00000092978.11,GPATCH2,protein_coding,2704
1993,ENSG00000093000.19,NUP50,protein_coding,2948
1994,ENSG00000093009.11,CDC45,protein_coding,1012
1995,ENSG00000093010.15,COMT,protein_coding,11884
1996,ENSG00000093072.18,ADA2,protein_coding,2944
1997,ENSG00000093100.13,AC016026.1,lncRNA,3
1998,ENSG00000093134.15,VNN3,protein_coding,149
1999,ENSG00000093144.19,ECHDC1,protein_coding,8908
2000,ENSG00000093167.18,LRRFIP2,protein_coding,4648
2001,ENSG00000093183.14,SEC22C,protein_coding,2742
2002,ENSG00000093217.11,XYLB,protein_coding,673
2003,ENSG00000094631.21,HDAC6,protein_coding,3255
2004,ENSG00000094661.3,OR1I1,protein_coding,1
2005,ENSG00000094755.17,GABRP,protein_coding,148
2006,ENSG00000094796.5,KRT31,protein_coding,0
2007,ENSG00000094804.12,CDC6,protein_coding,3190
2008,ENSG00000094841.14,UPRT,protein_coding,808
2009,ENSG00000094880.11,CDC23,protein_coding,1637
2010,ENSG00000094914.14,AAAS,protein_coding,2460
2011,ENSG00000094916.16,CBX5,protein_coding,14144
2012,ENSG00000094963.14,FMO2,protein_coding,772
2013,ENSG00000094975.14,SUCO,protein_coding,5440
2014,ENSG00000095002.15,MSH2,protein_coding,2293
2015,ENSG00000095015.6,MAP3K1,protein_coding,1527
2016,ENSG00000095059.16,DHPS,protein_coding,87
2017,ENSG00000095066.12,HOOK2,protein_coding,5718
2018,ENSG00000095110.8,NXPE1,protein_coding,0
2019,ENSG00000095139.14,ARCN1,protein_coding,11049
2020,ENSG00000095203.14,EPB41L4B,protein_coding,2712
2021,ENSG00000095209.12,TMEM38B,protein_coding,775
2022,ENSG00000095261.14,PSMD5,protein_coding,5571
2023,ENSG00000095303.17,PTGS1,protein_coding,730
2024,ENSG00000095319.14,NUP188,protein_coding,6077
2025,ENSG00000095321.17,CRAT,protein_coding,2582
2026,ENSG00000095370.20,SH2D3C,protein_coding,997
2027,ENSG00000095380.11,NANS,protein_coding,1800
2028,ENSG00000095383.20,TBC1D2,protein_coding,2949
2029,ENSG00000095397.16,WHRN,protein_coding,2006
2030,ENSG00000095464.10,PDE6C,protein_coding,18
2031,ENSG00000095485.18,CWF19L1,protein_coding,1275
2032,ENSG00000095539.15,SEMA4G,protein_coding,1930
2033,ENSG00000095564.14,BTAF1,protein_coding,2219
2034,ENSG00000095574.12,IKZF5,protein_coding,969
2035,ENSG00000095585.17,BLNK,protein_coding,392
2036,ENSG00000095587.9,TLL2,protein_coding,74
2037,ENSG00000095596.12,CYP26A1,protein_coding,0
2038,ENSG00000095627.9,TDRD1,protein_coding,16
2039,ENSG00000095637.22,SORBS1,protein_coding,1229
2040,ENSG00000095713.14,CRTAC1,protein_coding,724
2041,ENSG00000095739.11,BAMBI,protein_coding,467
2042,ENSG00000095752.7,IL11,protein_coding,54
2043,ENSG00000095777.17,MYO3A,protein_coding,420
2044,ENSG00000095787.23,WAC,protein_coding,18889
2045,ENSG00000095794.19,CREM,protein_coding,3343
2046,ENSG00000095906.17,NUBP2,protein_coding,3952
2047,ENSG00000095917.14,TPSD1,protein_coding,33
2048,ENSG00000095932.7,SMIM24,protein_coding,4
2049,ENSG00000095951.17,HIVEP1,protein_coding,2967
2050,ENSG00000095970.17,TREM2,protein_coding,898
2051,ENSG00000095981.11,KCNK16,protein_coding,1
2052,ENSG00000096006.12,CRISP3,protein_coding,355
2053,ENSG00000096060.15,FKBP5,protein_coding,10692
2054,ENSG00000096063.16,SRPK1,protein_coding,6553
2055,ENSG00000096070.19,BRPF3,protein_coding,4863
2056,ENSG00000096080.12,MRPS18A,protein_coding,1061
2057,ENSG00000096088.16,PGC,protein_coding,1116
2058,ENSG00000096092.6,TMEM14A,protein_coding,2639
2059,ENSG00000096093.16,EFHC1,protein_coding,1479
2060,ENSG00000096264.14,NCR2,protein_coding,7
2061,ENSG00000096384.20,HSP90AB1,protein_coding,168349
2062,ENSG00000096395.11,MLN,protein_coding,0
2063,ENSG00000096401.8,CDC5L,protein_coding,4429
2064,ENSG00000096433.11,ITPR3,protein_coding,18091
2065,ENSG00000096654.15,ZNF184,protein_coding,1166
2066,ENSG00000096696.14,DSP,protein_coding,52196
2067,ENSG00000096717.12,SIRT1,protein_coding,1473
2068,ENSG00000096746.17,HNRNPH3,protein_coding,8887
2069,ENSG00000096872.17,IFT74,protein_coding,691
2070,ENSG00000096968.14,JAK2,protein_coding,1139
2071,ENSG00000096996.16,IL12RB1,protein_coding,255
2072,ENSG00000097007.19,ABL1,protein_coding,14152
2073,ENSG00000097021.20,ACOT7,protein_coding,3653
2074,ENSG00000097033.14,SH3GLB1,protein_coding,6517
2075,ENSG00000097046.13,CDC7,protein_coding,543
2076,ENSG00000097096.9,SYDE2,protein_coding,130
2077,ENSG00000099139.14,PCSK5,protein_coding,422
2078,ENSG00000099194.6,SCD,protein_coding,71189
2079,ENSG00000099203.7,TMED1,protein_coding,1406
2080,ENSG00000099204.20,ABLIM1,protein_coding,12923
2081,ENSG00000099219.14,ERMP1,protein_coding,3775
2082,ENSG00000099246.17,RAB18,protein_coding,12039
2083,ENSG00000099250.18,NRP1,protein_coding,4957
2084,ENSG00000099251.14,HSD17B7P2,transcribed_unprocessed_pseudogene,62
2085,ENSG00000099256.19,PRTFDC1,protein_coding,1103
2086,ENSG00000099260.11,PALMD,protein_coding,652
2087,ENSG00000099282.10,TSPAN15,protein_coding,5733
2088,ENSG00000099284.15,MACROH2A2,protein_coding,2260
2089,ENSG00000099290.17,WASHC2A,protein_coding,2015
2090,ENSG00000099308.10,MAST3,protein_coding,2376
2091,ENSG00000099326.9,MZF1,protein_coding,1157
2092,ENSG00000099330.9,OCEL1,protein_coding,848
2093,ENSG00000099331.13,MYO9B,protein_coding,6554
2094,ENSG00000099337.5,KCNK6,protein_coding,2318
2095,ENSG00000099338.23,CATSPERG,protein_coding,87
2096,ENSG00000099341.11,PSMD8,protein_coding,11581
2097,ENSG00000099364.18,FBXL19,protein_coding,3379
2098,ENSG00000099365.11,STX1B,protein_coding,20
2099,ENSG00000099377.14,HSD3B7,protein_coding,714
2100,ENSG00000099381.18,SETD1A,protein_coding,3175
2101,ENSG00000099385.12,BCL7C,protein_coding,1174
2102,ENSG00000099399.6,MAGEB2,protein_coding,0
2103,ENSG00000099617.4,EFNA2,protein_coding,191
2104,ENSG00000099622.14,CIRBP,protein_coding,11065
2105,ENSG00000099624.8,ATP5F1D,protein_coding,1918
2106,ENSG00000099625.13,CBARP,protein_coding,289
2107,ENSG00000099715.14,PCDH11Y,protein_coding,1
2108,ENSG00000099721.14,AMELY,protein_coding,0
2109,ENSG00000099725.14,PRKY,protein_coding,909
2110,ENSG00000099769.6,IGFALS,protein_coding,21
2111,ENSG00000099783.12,HNRNPM,protein_coding,19846
2112,ENSG00000099785.10,MARCHF2,protein_coding,2155
2113,ENSG00000099795.7,NDUFB7,protein_coding,3888
2114,ENSG00000099797.15,TECR,protein_coding,7930
2115,ENSG00000099800.8,TIMM13,protein_coding,3517
2116,ENSG00000099804.9,CDC34,protein_coding,4664
2117,ENSG00000099810.21,MTAP,protein_coding,1750
2118,ENSG00000099812.9,MISP,protein_coding,12415
2119,ENSG00000099814.16,CEP170B,protein_coding,16312
2120,ENSG00000099817.12,POLR2E,protein_coding,9434
2121,ENSG00000099821.14,POLRMT,protein_coding,1990
2122,ENSG00000099822.3,HCN2,protein_coding,29
2123,ENSG00000099834.19,CDHR5,protein_coding,680
2124,ENSG00000099840.14,IZUMO4,protein_coding,269
2125,ENSG00000099849.15,RASSF7,protein_coding,7091
2126,ENSG00000099860.9,GADD45B,protein_coding,4593
2127,ENSG00000099864.18,PALM,protein_coding,2126
2128,ENSG00000099866.15,MADCAM1,protein_coding,5
2129,ENSG00000099869.8,IGF2-AS,lncRNA,3
2130,ENSG00000099875.15,MKNK2,protein_coding,28582
2131,ENSG00000099889.14,ARVCF,protein_coding,1006
2132,ENSG00000099899.15,TRMT2A,protein_coding,1889
2133,ENSG00000099901.17,RANBP1,protein_coding,5931
2134,ENSG00000099904.16,ZDHHC8,protein_coding,2550
2135,ENSG00000099910.17,KLHL22,protein_coding,1191
2136,ENSG00000099917.17,MED15,protein_coding,9289
2137,ENSG00000099937.11,SERPIND1,protein_coding,225
2138,ENSG00000099940.12,SNAP29,protein_coding,2459
2139,ENSG00000099942.13,CRKL,protein_coding,8238
2140,ENSG00000099949.21,LZTR1,protein_coding,1057
2141,ENSG00000099953.10,MMP11,protein_coding,2435
2142,ENSG00000099954.18,CECR2,protein_coding,3477
2143,ENSG00000099956.20,SMARCB1,protein_coding,4184
2144,ENSG00000099957.16,P2RX6,protein_coding,12
2145,ENSG00000099958.15,DERL3,protein_coding,170
2146,ENSG00000099960.13,SLC7A4,protein_coding,103
2147,ENSG00000099968.18,BCL2L13,protein_coding,5849
2148,ENSG00000099974.8,DDTL,protein_coding,18
2149,ENSG00000099977.14,DDT,protein_coding,0
2150,ENSG00000099984.11,GSTT2,polymorphic_pseudogene,3
2151,ENSG00000099985.4,OSM,protein_coding,469
2152,ENSG00000099991.18,CABIN1,protein_coding,3890
2153,ENSG00000099992.16,TBC1D10A,protein_coding,1558
2154,ENSG00000099994.11,SUSD2,protein_coding,2049
2155,ENSG00000099995.19,SF3A1,protein_coding,11783
2156,ENSG00000099998.18,GGT5,protein_coding,1449
2157,ENSG00000099999.15,RNF215,protein_coding,1615
2158,ENSG00000100003.18,SEC14L2,protein_coding,631
2159,ENSG00000100012.12,SEC14L3,protein_coding,85
2160,ENSG00000100014.20,SPECC1L,protein_coding,1489
2161,ENSG00000100023.19,PPIL2,protein_coding,3755
2162,ENSG00000100024.15,UPB1,protein_coding,4
2163,ENSG00000100027.17,YPEL1,protein_coding,307
2164,ENSG00000100028.12,SNRPD3,protein_coding,1584
2165,ENSG00000100029.18,PES1,protein_coding,8174
2166,ENSG00000100030.15,MAPK1,protein_coding,13515
2167,ENSG00000100031.19,GGT1,protein_coding,15
2168,ENSG00000100033.16,PRODH,protein_coding,5934
2169,ENSG00000100034.14,PPM1F,protein_coding,1892
2170,ENSG00000100036.13,SLC35E4,protein_coding,440
2171,ENSG00000100038.20,TOP3B,protein_coding,17
2172,ENSG00000100053.10,CRYBB3,protein_coding,4
2173,ENSG00000100055.21,CYTH4,protein_coding,787
2174,ENSG00000100056.12,ESS2,protein_coding,1581
2175,ENSG00000100058.12,CRYBB2P1,transcribed_unprocessed_pseudogene,118
2176,ENSG00000100060.18,MFNG,protein_coding,595
2177,ENSG00000100065.15,CARD10,protein_coding,1479
2178,ENSG00000100068.13,LRP5L,protein_coding,55
2179,ENSG00000100075.10,SLC25A1,protein_coding,9723
2180,ENSG00000100077.15,GRK3,protein_coding,1642
2181,ENSG00000100078.4,PLA2G3,protein_coding,36
2182,ENSG00000100079.7,LGALS2,protein_coding,119
2183,ENSG00000100083.19,GGA1,protein_coding,5289
2184,ENSG00000100084.14,HIRA,protein_coding,846
2185,ENSG00000100092.24,SH3BP1,protein_coding,582
2186,ENSG00000100095.19,SEZ6L,protein_coding,5
2187,ENSG00000100097.12,LGALS1,protein_coding,18083
2188,ENSG00000100099.21,HPS4,protein_coding,2009
2189,ENSG00000100100.13,PIK3IP1,protein_coding,3479
2190,ENSG00000100101.15,Z83844.1,protein_coding,0
2191,ENSG00000100104.13,SRRD,protein_coding,915
2192,ENSG00000100105.18,PATZ1,protein_coding,6562
2193,ENSG00000100106.22,TRIOBP,protein_coding,6683
2194,ENSG00000100109.17,TFIP11,protein_coding,2093
2195,ENSG00000100116.17,GCAT,protein_coding,1285
2196,ENSG00000100121.13,GGTLC2,protein_coding,4
2197,ENSG00000100122.7,CRYBB1,protein_coding,18
2198,ENSG00000100124.15,ANKRD54,protein_coding,1703
2199,ENSG00000100129.18,EIF3L,protein_coding,5811
2200,ENSG00000100138.15,SNU13,protein_coding,4135
2201,ENSG00000100139.13,MICALL1,protein_coding,3267
2202,ENSG00000100142.16,POLR2F,protein_coding,2504
2203,ENSG00000100146.18,SOX10,protein_coding,8
2204,ENSG00000100147.14,CCDC134,protein_coding,624
2205,ENSG00000100150.20,DEPDC5,protein_coding,1097
2206,ENSG00000100151.16,PICK1,protein_coding,2487
2207,ENSG00000100154.14,TTC28,protein_coding,1462
2208,ENSG00000100156.10,SLC16A8,protein_coding,33
2209,ENSG00000100162.15,CENPM,protein_coding,387
2210,ENSG00000100167.20,SEPTIN3,protein_coding,129
2211,ENSG00000100170.10,SLC5A1,protein_coding,92
2212,ENSG00000100181.22,TPTEP1,transcribed_unprocessed_pseudogene,35
2213,ENSG00000100191.6,SLC5A4,protein_coding,28
2214,ENSG00000100196.11,KDELR3,protein_coding,3198
2215,ENSG00000100197.22,CYP2D6,protein_coding,37
2216,ENSG00000100201.23,DDX17,protein_coding,37327
2217,ENSG00000100206.10,DMC1,protein_coding,14
2218,ENSG00000100207.20,TCF20,protein_coding,4913
2219,ENSG00000100209.11,HSCB,protein_coding,768
2220,ENSG00000100211.10,CBY1,protein_coding,1219
2221,ENSG00000100216.6,TOMM22,protein_coding,5736
2222,ENSG00000100218.12,RSPH14,protein_coding,74
2223,ENSG00000100219.16,XBP1,protein_coding,45332
2224,ENSG00000100220.12,RTCB,protein_coding,6372
2225,ENSG00000100221.10,JOSD1,protein_coding,8521
2226,ENSG00000100225.18,FBXO7,protein_coding,7355
2227,ENSG00000100226.16,GTPBP1,protein_coding,7160
2228,ENSG00000100227.18,POLDIP3,protein_coding,10071
2229,ENSG00000100228.12,RAB36,protein_coding,2489
2230,ENSG00000100234.12,TIMP3,protein_coding,9726
2231,ENSG00000100239.16,PPP6R2,protein_coding,2949
2232,ENSG00000100241.21,SBF1,protein_coding,5976
2233,ENSG00000100242.15,SUN2,protein_coding,7294
2234,ENSG00000100243.21,CYB5R3,protein_coding,18098
2235,ENSG00000100246.13,DNAL4,protein_coding,3921
2236,ENSG00000100249.4,C22orf31,protein_coding,1
2237,ENSG00000100253.13,MIOX,protein_coding,5
2238,ENSG00000100258.18,LMF2,protein_coding,3405
2239,ENSG00000100263.14,RHBDD3,protein_coding,2652
2240,ENSG00000100266.19,PACSIN2,protein_coding,15665
2241,ENSG00000100271.17,TTLL1,protein_coding,354
2242,ENSG00000100276.10,RASL10A,protein_coding,13
2243,ENSG00000100280.16,AP1B1,protein_coding,12012
2244,ENSG00000100281.14,HMGXB4,protein_coding,2459
2245,ENSG00000100284.21,TOM1,protein_coding,7428
2246,ENSG00000100285.10,NEFH,protein_coding,32
2247,ENSG00000100288.20,CHKB,protein_coding,24
2248,ENSG00000100290.3,BIK,protein_coding,433
2249,ENSG00000100292.18,HMOX1,protein_coding,2447
2250,ENSG00000100294.13,MCAT,protein_coding,813
2251,ENSG00000100296.14,THOC5,protein_coding,3861
2252,ENSG00000100297.16,MCM5,protein_coding,5061
2253,ENSG00000100298.16,APOBEC3H,protein_coding,36
2254,ENSG00000100299.18,ARSA,protein_coding,2827
2255,ENSG00000100300.18,TSPO,protein_coding,5862
2256,ENSG00000100302.7,RASD2,protein_coding,191
2257,ENSG00000100304.13,TTLL12,protein_coding,5947
2258,ENSG00000100307.13,CBX7,protein_coding,774
2259,ENSG00000100311.17,PDGFB,protein_coding,1755
2260,ENSG00000100312.11,ACR,protein_coding,4
2261,ENSG00000100314.4,CABP7,protein_coding,4
2262,ENSG00000100316.16,RPL3,protein_coding,115006
2263,ENSG00000100319.13,ZMAT5,protein_coding,493
2264,ENSG00000100320.23,RBFOX2,protein_coding,8793
2265,ENSG00000100321.15,SYNGR1,protein_coding,246
2266,ENSG00000100324.14,TAB1,protein_coding,2275
2267,ENSG00000100325.15,ASCC2,protein_coding,5204
2268,ENSG00000100330.16,MTMR3,protein_coding,583
2269,ENSG00000100335.15,MIEF1,protein_coding,2849
2270,ENSG00000100336.17,APOL4,protein_coding,326
2271,ENSG00000100341.12,PNPLA5,protein_coding,0
2272,ENSG00000100342.21,APOL1,protein_coding,26027
2273,ENSG00000100344.11,PNPLA3,protein_coding,9
2274,ENSG00000100345.22,MYH9,protein_coding,138716
2275,ENSG00000100346.18,CACNA1I,protein_coding,14
2276,ENSG00000100347.15,SAMM50,protein_coding,1915
2277,ENSG00000100348.10,TXN2,protein_coding,4280
2278,ENSG00000100350.15,FOXRED2,protein_coding,1374
2279,ENSG00000100351.17,GRAP2,protein_coding,128
2280,ENSG00000100353.18,EIF3D,protein_coding,12350
2281,ENSG00000100354.21,TNRC6B,protein_coding,4365
2282,ENSG00000100359.21,SGSM3,protein_coding,42
2283,ENSG00000100360.15,IFT27,protein_coding,1485
2284,ENSG00000100362.13,PVALB,protein_coding,5
2285,ENSG00000100364.19,KIAA0930,protein_coding,4537
2286,ENSG00000100365.16,NCF4,protein_coding,562
2287,ENSG00000100368.14,CSF2RB,protein_coding,745
2288,ENSG00000100372.15,SLC25A17,protein_coding,1291
2289,ENSG00000100373.10,UPK3A,protein_coding,0
2290,ENSG00000100376.12,FAM118A,protein_coding,618
2291,ENSG00000100379.17,KCTD17,protein_coding,1417
2292,ENSG00000100380.14,ST13,protein_coding,11362
2293,ENSG00000100385.14,IL2RB,protein_coding,1339
2294,ENSG00000100387.9,RBX1,protein_coding,2774
2295,ENSG00000100393.14,EP300,protein_coding,6310
2296,ENSG00000100395.15,L3MBTL2,protein_coding,1511
2297,ENSG00000100399.16,CHADL,protein_coding,285
2298,ENSG00000100401.20,RANGAP1,protein_coding,12653
2299,ENSG00000100403.12,ZC3H7B,protein_coding,11906
2300,ENSG00000100410.8,PHF5A,protein_coding,1939
2301,ENSG00000100412.17,ACO2,protein_coding,6323
2302,ENSG00000100413.17,POLR3H,protein_coding,1024
2303,ENSG00000100416.15,TRMU,protein_coding,940
2304,ENSG00000100417.12,PMM1,protein_coding,2452
2305,ENSG00000100418.8,DESI1,protein_coding,6345
2306,ENSG00000100422.14,CERK,protein_coding,2334
2307,ENSG00000100425.18,BRD1,protein_coding,2536
2308,ENSG00000100426.7,ZBED4,protein_coding,2214
2309,ENSG00000100427.16,MLC1,protein_coding,57
2310,ENSG00000100429.18,HDAC10,protein_coding,26
2311,ENSG00000100433.16,KCNK10,protein_coding,4
2312,ENSG00000100439.10,ABHD4,protein_coding,6465
2313,ENSG00000100441.10,KHNYN,protein_coding,7589
2314,ENSG00000100442.11,FKBP3,protein_coding,3922
2315,ENSG00000100445.17,SDR39U1,protein_coding,174
2316,ENSG00000100448.4,CTSG,protein_coding,63
2317,ENSG00000100450.13,GZMH,protein_coding,269
2318,ENSG00000100453.13,GZMB,protein_coding,464
2319,ENSG00000100461.18,RBM23,protein_coding,7554
2320,ENSG00000100462.16,PRMT5,protein_coding,1902
2321,ENSG00000100473.18,COCH,protein_coding,59
2322,ENSG00000100478.15,AP4S1,protein_coding,511
2323,ENSG00000100479.13,POLE2,protein_coding,463
2324,ENSG00000100483.14,VCPKMT,protein_coding,576
2325,ENSG00000100485.12,SOS2,protein_coding,2586
2326,ENSG00000100490.9,CDKL1,protein_coding,310
2327,ENSG00000100503.26,NIN,protein_coding,2457
2328,ENSG00000100504.17,PYGL,protein_coding,4717
2329,ENSG00000100505.13,TRIM9,protein_coding,59
2330,ENSG00000100519.12,PSMC6,protein_coding,7287
2331,ENSG00000100522.10,GNPNAT1,protein_coding,3010
2332,ENSG00000100523.16,DDHD1,protein_coding,1103
2333,ENSG00000100526.20,CDKN3,protein_coding,1386
2334,ENSG00000100528.12,CNIH1,protein_coding,12548
2335,ENSG00000100532.12,CGRRF1,protein_coding,1236
2336,ENSG00000100554.12,ATP6V1D,protein_coding,9775
2337,ENSG00000100557.10,CCDC198,protein_coding,1138
2338,ENSG00000100558.9,PLEK2,protein_coding,2218
2339,ENSG00000100564.9,PIGH,protein_coding,514
2340,ENSG00000100565.15,LRRC74A,protein_coding,2
2341,ENSG00000100567.13,PSMA3,protein_coding,11171
2342,ENSG00000100568.11,VTI1B,protein_coding,1946
2343,ENSG00000100575.14,TIMM9,protein_coding,1416
2344,ENSG00000100577.19,GSTZ1,protein_coding,996
2345,ENSG00000100578.18,KIAA0586,protein_coding,1839
2346,ENSG00000100580.8,TMED8,protein_coding,2804
2347,ENSG00000100583.4,SAMD15,protein_coding,319
2348,ENSG00000100591.8,AHSA1,protein_coding,12205
2349,ENSG00000100592.16,DAAM1,protein_coding,3695
2350,ENSG00000100593.18,ISM2,protein_coding,2
2351,ENSG00000100596.7,SPTLC2,protein_coding,7453
2352,ENSG00000100599.16,RIN3,protein_coding,2306
2353,ENSG00000100600.15,LGMN,protein_coding,14628
2354,ENSG00000100601.10,ALKBH1,protein_coding,817
2355,ENSG00000100603.14,SNW1,protein_coding,5028
2356,ENSG00000100604.13,CHGA,protein_coding,11
2357,ENSG00000100605.17,ITPK1,protein_coding,3872
2358,ENSG00000100612.14,DHRS7,protein_coding,2551
2359,ENSG00000100614.18,PPM1A,protein_coding,6348
2360,ENSG00000100625.9,SIX4,protein_coding,1042
2361,ENSG00000100626.17,GALNT16,protein_coding,68
2362,ENSG00000100628.12,ASB2,protein_coding,111
2363,ENSG00000100629.17,CEP128,protein_coding,465
2364,ENSG00000100632.11,ERH,protein_coding,12142
2365,ENSG00000100644.17,HIF1A,protein_coding,21141
2366,ENSG00000100647.8,SUSD6,protein_coding,7002
2367,ENSG00000100650.16,SRSF5,protein_coding,16818
2368,ENSG00000100652.5,SLC10A1,protein_coding,6
2369,ENSG00000100664.11,EIF5,protein_coding,16525
2370,ENSG00000100665.12,SERPINA4,protein_coding,257
2371,ENSG00000100678.19,SLC8A3,protein_coding,20
2372,ENSG00000100697.15,DICER1,protein_coding,6079
2373,ENSG00000100711.14,ZFYVE21,protein_coding,2881
2374,ENSG00000100714.17,MTHFD1,protein_coding,5327
2375,ENSG00000100721.11,TCL1A,protein_coding,37
2376,ENSG00000100722.20,ZC3H14,protein_coding,3197
2377,ENSG00000100726.15,TELO2,protein_coding,3040
2378,ENSG00000100731.16,PCNX1,protein_coding,4959
2379,ENSG00000100739.11,BDKRB1,protein_coding,31
2380,ENSG00000100744.15,GSKIP,protein_coding,3511
2381,ENSG00000100749.8,VRK1,protein_coding,1316
2382,ENSG00000100764.14,PSMC1,protein_coding,1998
2383,ENSG00000100767.17,PAPLN,protein_coding,1822
2384,ENSG00000100784.12,RPS6KA5,protein_coding,596
2385,ENSG00000100796.17,PPP4R3A,protein_coding,8352
2386,ENSG00000100802.15,C14orf93,protein_coding,413
2387,ENSG00000100804.19,PSMB5,protein_coding,14278
2388,ENSG00000100811.14,YY1,protein_coding,10568
2389,ENSG00000100813.14,ACIN1,protein_coding,14374
2390,ENSG00000100814.18,CCNB1IP1,protein_coding,1504
2391,ENSG00000100815.12,TRIP11,protein_coding,4441
2392,ENSG00000100823.12,APEX1,protein_coding,15226
2393,ENSG00000100836.10,PABPN1,protein_coding,632
2394,ENSG00000100842.13,EFS,protein_coding,199
2395,ENSG00000100852.13,ARHGAP5,protein_coding,3649
2396,ENSG00000100865.15,CINP,protein_coding,1525
2397,ENSG00000100867.15,DHRS2,protein_coding,51
2398,ENSG00000100883.13,SRP54,protein_coding,8005
2399,ENSG00000100884.9,CPNE6,protein_coding,0
2400,ENSG00000100888.15,CHD8,protein_coding,11886
2401,ENSG00000100889.12,PCK2,protein_coding,2384
2402,ENSG00000100890.16,PRORP,protein_coding,363
2403,ENSG00000100897.18,DCAF11,protein_coding,5141
2404,ENSG00000100902.11,PSMA6,protein_coding,378
2405,ENSG00000100906.11,NFKBIA,protein_coding,9160
2406,ENSG00000100908.14,EMC9,protein_coding,539
2407,ENSG00000100911.16,PSME2,protein_coding,11398
2408,ENSG00000100916.14,BRMS1L,protein_coding,647
2409,ENSG00000100918.13,REC8,protein_coding,740
2410,ENSG00000100926.15,TM9SF1,protein_coding,408
2411,ENSG00000100934.15,SEC23A,protein_coding,4528
2412,ENSG00000100938.18,GMPR2,protein_coding,5085
2413,ENSG00000100941.9,PNN,protein_coding,7805
2414,ENSG00000100949.14,RABGGTA,protein_coding,2468
2415,ENSG00000100968.14,NFATC4,protein_coding,4189
2416,ENSG00000100979.15,PLTP,protein_coding,11780
2417,ENSG00000100982.12,PCIF1,protein_coding,4766
2418,ENSG00000100983.12,GSS,protein_coding,6331
2419,ENSG00000100985.7,MMP9,protein_coding,2183
2420,ENSG00000100987.15,VSX1,protein_coding,12
2421,ENSG00000100991.12,TRPC4AP,protein_coding,17519
2422,ENSG00000100994.12,PYGB,protein_coding,43169
2423,ENSG00000100997.20,ABHD12,protein_coding,8775
2424,ENSG00000101000.6,PROCR,protein_coding,1255
2425,ENSG00000101003.10,GINS1,protein_coding,1712
2426,ENSG00000101004.15,NINL,protein_coding,1375
2427,ENSG00000101017.14,CD40,protein_coding,766
2428,ENSG00000101019.22,UQCC1,protein_coding,3332
2429,ENSG00000101040.19,ZMYND8,protein_coding,18532
2430,ENSG00000101049.17,SGK2,protein_coding,1083
2431,ENSG00000101052.13,IFT52,protein_coding,3639
2432,ENSG00000101057.16,MYBL2,protein_coding,12918
2433,ENSG00000101074.5,R3HDML,protein_coding,21
2434,ENSG00000101076.17,HNF4A,protein_coding,2142
2435,ENSG00000101079.21,NDRG3,protein_coding,3681
2436,ENSG00000101082.14,SLA2,protein_coding,140
2437,ENSG00000101084.18,RAB5IF,protein_coding,123
2438,ENSG00000101096.20,NFATC2,protein_coding,1092
2439,ENSG00000101098.13,RIMS4,protein_coding,32
2440,ENSG00000101104.13,PABPC1L,protein_coding,2497
2441,ENSG00000101109.12,STK4,protein_coding,4581
2442,ENSG00000101115.13,SALL4,protein_coding,173
2443,ENSG00000101126.18,ADNP,protein_coding,12405
2444,ENSG00000101132.10,PFDN4,protein_coding,1913
2445,ENSG00000101134.12,DOK5,protein_coding,67
2446,ENSG00000101138.12,CSTF1,protein_coding,3322
2447,ENSG00000101144.13,BMP7,protein_coding,1514
2448,ENSG00000101146.13,RAE1,protein_coding,4342
2449,ENSG00000101150.18,TPD52L2,protein_coding,17950
2450,ENSG00000101152.11,DNAJC5,protein_coding,16777
2451,ENSG00000101158.15,NELFCD,protein_coding,11919
2452,ENSG00000101160.14,CTSZ,protein_coding,46908
2453,ENSG00000101161.8,PRPF6,protein_coding,11201
2454,ENSG00000101162.4,TUBB1,protein_coding,153
2455,ENSG00000101166.16,PRELID3B,protein_coding,9943
2456,ENSG00000101180.16,HRH3,protein_coding,0
2457,ENSG00000101181.17,MTG2,protein_coding,3670
2458,ENSG00000101182.15,PSMA7,protein_coding,19181
2459,ENSG00000101187.16,SLCO4A1,protein_coding,777
2460,ENSG00000101188.5,NTSR1,protein_coding,2
